game_id,datetime,home,away,home_score,away_score,game_type,venue,npb_game_category,npb_type_confidence,npb_training_default,npb_evaluation_default,home_starter,away_starter,home_lineup_json,away_lineup_json,home_pregame_starter,away_pregame_starter,home_pregame_lineup_json,away_pregame_lineup_json,player_rows_count,enrichment_mode,prediction_time_utc,starter_available_at,starter_state,starter_source,home_lineup_available_at,away_lineup_available_at,home_lineup_state,away_lineup_state,lineup_available_at,lineup_state,lineup_source,home_starter_era,home_starter_whip,home_starter_k9,home_starter_bb9,home_starter_hr9,home_starter_fip,home_starter_ip,home_starter_er,home_starter_h,home_starter_hr,home_starter_bb,home_starter_so,home_starter_pitches,home_starter_k_rate,home_starter_bb_rate,away_starter_era,away_starter_whip,away_starter_k9,away_starter_bb9,away_starter_hr9,away_starter_fip,away_starter_ip,away_starter_er,away_starter_h,away_starter_hr,away_starter_bb,away_starter_so,away_starter_pitches,away_starter_k_rate,away_starter_bb_rate,home_starter_line_ok,away_starter_line_ok,pregame_context_quality,pregame_starter_verified,pregame_lineup_verified
2018030304,2018-03-03 13:00:00,オリックス・バファローズ,横浜DeNAベイスターズ,3.0,3.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-03T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030303,2018-03-03 12:30:00,中日ドラゴンズ,東北楽天ゴールデンイーグルス,2.0,9.0,UNKNOWN,ナゴヤドーム,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-03T03:30:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030306,2018-03-03 13:00:00,埼玉西武ライオンズ,広島東洋カープ,0.0,10.0,UNKNOWN,佐賀県立森林公園野球場,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-03T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030302,2018-03-03 14:00:00,読売ジャイアンツ,東京ヤクルトスワローズ,6.0,5.0,UNKNOWN,東京ドーム,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-03T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030301,2018-03-03 14:00:00,北海道日本ハムファイターズ,千葉ロッテマリーンズ,6.0,8.0,UNKNOWN,札幌ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2018-03-03T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030406,2018-03-04 12:30:00,埼玉西武ライオンズ,広島東洋カープ,4.0,3.0,UNKNOWN,長崎県営野球場,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-04T03:30:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030305,2018-03-03 13:00:00,福岡ソフトバンクホークス,阪神タイガース,4.0,1.0,UNKNOWN,福岡 ヤフオク!ドーム,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-03T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030401,2018-03-04 13:00:00,北海道日本ハムファイターズ,千葉ロッテマリーンズ,5.0,8.0,UNKNOWN,札幌ドーム,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-04T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030403,2018-03-04 14:00:00,中日ドラゴンズ,東北楽天ゴールデンイーグルス,7.0,11.0,UNKNOWN,ナゴヤドーム,unknown,low,False,False,,,[],[],,,,,0,light,2018-03-04T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
2018030402,2018-03-04 14:00:00,読売ジャイアンツ,東京ヤクルトスワローズ,8.0,1.0,UNKNOWN,東京ドーム,excluded,high,False,False,,,[],[],,,,,0,light,2018-03-04T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False
