game_id,datetime,home,away,home_score,away_score,game_type,venue,npb_game_category,npb_type_confidence,npb_training_default,npb_evaluation_default,home_starter,away_starter,home_lineup_json,away_lineup_json,home_pregame_starter,away_pregame_starter,home_pregame_lineup_json,away_pregame_lineup_json,player_rows_count,enrichment_mode,prediction_time_utc,starter_available_at,starter_state,starter_source,home_lineup_available_at,away_lineup_available_at,home_lineup_state,away_lineup_state,lineup_available_at,lineup_state,lineup_source,home_starter_era,home_starter_whip,home_starter_k9,home_starter_bb9,home_starter_hr9,home_starter_fip,home_starter_ip,home_starter_er,home_starter_h,home_starter_hr,home_starter_bb,home_starter_so,home_starter_pitches,home_starter_k_rate,home_starter_bb_rate,away_starter_era,away_starter_whip,away_starter_k9,away_starter_bb9,away_starter_hr9,away_starter_fip,away_starter_ip,away_starter_er,away_starter_h,away_starter_hr,away_starter_bb,away_starter_so,away_starter_pitches,away_starter_k_rate,away_starter_bb_rate,home_starter_line_ok,away_starter_line_ok,pregame_context_quality,pregame_starter_verified,pregame_lineup_verified,weather_valid_time_utc,weather_available_at,weather_state,weather_source,weather_pit_quality,weather_temp_c,weather_humidity_pct,weather_precip_mm,weather_wind_kmh,league,date,inning,half,event,addedRuns,pitcher
2017033101,2017-03-31 18:00:00,読売ジャイアンツ,中日ドラゴンズ,6.0,2.0,UNKNOWN,東京ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,2017-03-31 09:00:00+00:00,,UNKNOWN,Open-Meteo Historical Forecast,FAIL_CLOSED_NO_ISSUANCE_TIMESTAMP,6.6,77.0,0.9,4.8,NPB,2017-03-31 18:00:00,1,,,0,
2017033101,2017-03-31 18:00:00,読売ジャイアンツ,中日ドラゴンズ,6.0,2.0,UNKNOWN,東京ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,2017-03-31 09:00:00+00:00,,UNKNOWN,Open-Meteo Historical Forecast,FAIL_CLOSED_NO_ISSUANCE_TIMESTAMP,6.6,77.0,0.9,4.8,NPB,2017-03-31 18:00:00,1,,,0,
2017033102,2017-03-31 18:00:00,東京ヤクルトスワローズ,横浜DeNAベイスターズ,9.0,2.0,UNKNOWN,明治神宮野球場,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,,,,,,,,,,NPB,2017-03-31 18:00:00,1,,,0,
2017033103,2017-03-31 18:00:00,広島東洋カープ,阪神タイガース,6.0,10.0,UNKNOWN,ＭＡＺＤＡ　Ｚｏｏｍ－Ｚｏｏｍ　スタジアム広島,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,,,,,,,,,,NPB,2017-03-31 18:00:00,1,,,0,
2017033104,2017-03-31 18:30:00,北海道日本ハムファイターズ,埼玉西武ライオンズ,1.0,8.0,UNKNOWN,札幌ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:30:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,,,,,,,,,,NPB,2017-03-31 18:30:00,1,,,0,
2017033105,2017-03-31 18:30:00,オリックス・バファローズ,東北楽天ゴールデンイーグルス,4.0,6.0,UNKNOWN,京セラドーム大阪,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:30:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,,,,,,,,,,NPB,2017-03-31 18:30:00,1,,,0,
2017033106,2017-03-31 18:30:00,福岡ソフトバンクホークス,千葉ロッテマリーンズ,3.0,1.0,UNKNOWN,福岡 ヤフオク!ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-03-31 18:30:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,,,,,,,,,,NPB,2017-03-31 18:30:00,1,,,0,
2017040106,2017-04-01 13:00:00,福岡ソフトバンクホークス,千葉ロッテマリーンズ,4.0,1.0,UNKNOWN,福岡 ヤフオク!ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-04-01 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,,,,,,,,,,NPB,2017-04-01 13:00:00,1,,,0,
2017040101,2017-04-01 14:00:00,読売ジャイアンツ,中日ドラゴンズ,4.0,2.0,UNKNOWN,東京ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-04-01 14:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,2017-04-01 05:00:00+00:00,,UNKNOWN,Open-Meteo Historical Forecast,FAIL_CLOSED_NO_ISSUANCE_TIMESTAMP,7.8,67.0,0.0,5.4,NPB,2017-04-01 14:00:00,1,,,0,
2017040101,2017-04-01 14:00:00,読売ジャイアンツ,中日ドラゴンズ,4.0,2.0,UNKNOWN,東京ドーム,unknown,low,False,False,,,[],[],,,,,0,light,2017-04-01 14:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,UNKNOWN,False,False,2017-04-01 05:00:00+00:00,,UNKNOWN,Open-Meteo Historical Forecast,FAIL_CLOSED_NO_ISSUANCE_TIMESTAMP,7.8,67.0,0.0,5.4,NPB,2017-04-01 14:00:00,1,,,0,
